DIGITAL_ADS(1)
campaign_id;platform;ad_format;clicks;impressions;ctr;cpc_eur;conversions;cost_eur;date;age_group;device_type;campaign_theme
CMP-2025-005;TikTok;Video;339670;9872;3440,7414910859;2.65;5506;9010.1;2025-05-09;25-34;Tablet;Carbon Footprint Reduction
CMP-2025-001;LinkedIn;Carousel;2302263;56062;4106,63729442403;1.09;106819;2578.11;2025-10-31;55;Mobile;Sustainable Retail Transformation
CMP-2025-005;Google;Video;1381463;63859;2163,30196213533;5.03;66062;6942.65;2025-02-11;18-24;Tablet;Carbon Footprint Reduction
CMP-2025-001;YouTube;Story;2220095;85172;2606,60193490819;5.24;23452;11309.61;2025-05-29;35-44;Desktop;Sustainable Retail Transformation
CMP-2025-001;Google;Carousel;1687554;69840;2416,31443298969;6.48;45855;1329.66;2025-08-14;45-54;Desktop;Sustainable Retail Transformation
CMP-2025-006;TikTok;Banner;855735;10151;8430,05615210324;2.79;20758;2381.91;2025-07-24;25-34;Desktop;FinTech Expansion
CMP-2025-004;Meta;Carousel;890736;39675;2245,08128544423;2.62;12132;290.57;2025-02-19;18-24;Desktop;AI-Driven Operations
CMP-2025-005;TikTok;Carousel;2581081;64010;4032,30901421653;3.4;124296;806.75;2025-03-23;45-54;Tablet;Carbon Footprint Reduction
CMP-2025-004;LinkedIn;Search;2091950;77940;2684,05183474468;7.04;80218;1280.32;2025-05-04;25-34;Tablet;AI-Driven Operations
CMP-2025-007;YouTube;Banner;204088;8312;2455,3416746872;0.5;7476;103.75;2025-10-02;18-24;Mobile;ClimateTech Awareness
CMP-2025-003;Google;Search;561764;22593;2486,45155579162;7.07;12963;3997.87;2025-01-27;55;Tablet;Marketplace Seller Growth
CMP-2025-004;LinkedIn;Banner;760268;14328;5306,16973757677;4.47;30605;386.59;2025-11-16;55;Mobile;AI-Driven Operations
CMP-2025-003;Meta;Carousel;202756;9367;2164,57777303299;3.21;2540;652.54;2025-11-05;55;Desktop;Marketplace Seller Growth
CMP-2025-007;YouTube;Story;337683;9332;3618,54907843978;0.46;15200;155.54;2025-08-22;25-34;Tablet;ClimateTech Awareness
CMP-2025-005;TikTok;Story;1172568;46535;2519,75502310089;2.69;51867;374.17;2025-06-22;;Tablet;Carbon Footprint Reduction
CMP-2025-001;TikTok;Banner;4109132;118026;3481,54813346212;5.7;89006;2349.89;2025-12-11;18-24;Desktop;Sustainable Retail Transformation
CMP-2025-003;LinkedIn;Story;2580989;65630;3932,63598963888;6.39;96280;1629.4;2025-04-27;18-24;Tablet;Marketplace Seller Growth
CMP-2025-004;Meta;Carousel;715180;8110;8818,49568434032;4.24;24050;300.66;2025-01-17;55;Tablet;AI-Driven Operations
CMP-2025-004;Meta;Search;200052;6651;3007,84844384303;0.25;8000;504.88;2025-09-14;55;Desktop;AI-Driven Operations
CMP-2025-006;YouTube;Story;370030;14665;2523,21854756222;1.19;9995;441.79;2025-07-12;35-44;Mobile;FinTech Expansion
CMP-2025-007;TikTok;Story;3825727;181421;2108,75642841788;4.31;92522;1868.8;2025-09-05;25-34;Mobile;ClimateTech Awareness
CMP-2025-006;Meta;Search;2340786;32494;7203,7483843171;2.46;106697;5750.68;2025-06-12;45-54;Desktop;FinTech Expansion
CMP-2025-004;TikTok;Carousel;2293929;42278;5425,82194048914;2.37;38175;5499.7;2025-05-29;18-24;Desktop;AI-Driven Operations
CMP-2025-004;Meta;Carousel;363189;16992;2137,41172316384;7.4;12009;2684.24;2025-10-03;35-44;Tablet;AI-Driven Operations
CMP-2025-006;LinkedIn;Carousel;575765;28526;2018,3867349085;0.96;19677;508.65;2025-11-23;25-34;Mobile;FinTech Expansion
CMP-2025-007;Meta;Video;433378;12724;3405,98868280415;2.71;16441;1114.43;2025-10-09;25-34;Desktop;ClimateTech Awareness
CMP-2025-003;TikTok;Video;2002565;37017;5409,85223005646;5.24;51523;10486.99;2025-02-15;55;Mobile;Marketplace Seller Growth
CMP-2025-007;Meta;Video;312881;11575;2703,07559395248;7.31;8822;2251.9;2025-07-23;45-54;Mobile;ClimateTech Awareness
CMP-2025-003;TikTok;Search;157145;6328;2483,32806573957;0.17;4471;2674.93;2025-11-25;55;Tablet;Marketplace Seller Growth
CMP-2025-003;Meta;Video;3729827;170129;2192,35227386277;7.51;143909;28001.19;2025-06-19;;Tablet;Marketplace Seller Growth
CMP-2025-003;TikTok;Story;2719106;54845;4957,80107575896;2.13;104599;5747.19;2025-12-12;25-34;Mobile;Marketplace Seller Growth
CMP-2025-001;Meta;Carousel;1793918;18723;9581,3598248144;4.17;42403;7488.14;2025-09-02;35-44;Mobile;Sustainable Retail Transformation
CMP-2025-003;TikTok;Story;17091;681;2509,69162995595;3.13;674;5350.21;2025-10-21;18-24;Desktop;Marketplace Seller Growth
CMP-2025-003;Meta;Search;2905683;61984;4687,79523748064;1.97;132711;5727.33;2025-12-18;55;Tablet;Marketplace Seller Growth
CMP-2025-002;Meta;Carousel;492478;12554;3922,87717062291;5.15;21228;2548.45;2025-09-02;25-34;Desktop;Urban Mobility Electrification
CMP-2025-007;Meta;Carousel;1744183;70002;2491,61881089112;5.65;35752;989.69;2025-12-15;55;Mobile;ClimateTech Awareness
CMP-2025-005;Google;Video;3747594;103181;3632,05822777449;4.27;134099;16184.19;2025-10-08;55;Mobile;Carbon Footprint Reduction
CMP-2025-004;Google;Carousel;4501832;207028;2174,50393183531;1.28;205212;5780.41;2025-10-26;45-54;Mobile;AI-Driven Operations
CMP-2025-004;YouTube;Story;3736980;88067;4243,33745898009;6.49;62268;2463.39;2025-01-30;55;Desktop;AI-Driven Operations
CMP-2025-005;Google;Video;91312;3353;2723,29257381449;3.23;4182;292.34;2025-08-05;35-44;Tablet;Carbon Footprint Reduction
CMP-2025-004;Google;Banner;63183;799;7907,75969962453;7.48;2997;457.45;2025-07-29;25-34;Mobile;AI-Driven Operations
CMP-2025-004;YouTube;Video;1570603;36666;4283,54060982927;7.94;56797;1282.67;2025-12-16;55;Mobile;AI-Driven Operations
CMP-2025-002;Meta;Video;497584;14776;3367,5148890092;1.51;20261;7541.15;2025-01-12;35-44;Desktop;Urban Mobility Electrification
CMP-2025-004;TikTok;Carousel;3557844;165396;2151,10643546398;4.3;158122;1502.17;2025-05-22;25-34;Tablet;AI-Driven Operations
CMP-2025-001;Meta;Carousel;33783;1482;2279,55465587045;6.49;816;263.16;2025-02-04;18-24;Tablet;Sustainable Retail Transformation
CMP-2025-002;Google;Search;234064;10487;2231,94431200534;4.82;5328;1125.7;2025-08-13;25-34;Tablet;Urban Mobility Electrification
CMP-2025-003;Meta;Story;1582062;17079;9263,20042157035;6.92;55421;10933.05;2025-06-13;55;Tablet;Marketplace Seller Growth
CMP-2025-005;Meta;Search;993648;43986;2259,00968489974;2.48;26959;2495.61;2025-06-03;35-44;Mobile;Carbon Footprint Reduction
CMP-2025-001;TikTok;Search;1469124;65305;2249,63479059796;5.05;29424;74181.79;2025-09-26;35-44;Tablet;Sustainable Retail Transformation
CMP-2025-005;YouTube;Carousel;1712364;29906;5725,82090550391;1.28;73495;214.31;2025-04-26;35-44;Tablet;Carbon Footprint Reduction
CMP-2025-004;LinkedIn;Story;971035;31760;3057,41498740554;7.33;32209;77.82;2025-03-10;45-54;Mobile;AI-Driven Operations
CMP-2025-007;TikTok;Video;852857;37192;2293,11948806195;2.71;37362;23184.69;2025-10-02;25-34;Mobile;ClimateTech Awareness
CMP-2025-001;Meta;Story;1581958;22724;6961,6176729449;5.42;58165;85766.31;2025-12-10;55;Mobile;Sustainable Retail Transformation
CMP-2025-001;Meta;Carousel;876145;15138;5787,71964592416;6.97;27458;61710.97;2025-03-02;45-54;Mobile;Sustainable Retail Transformation
CMP-2025-003;YouTube;Search;831798;20212;4115,36710864833;7.33;10964;60061.5;2025-10-01;35-44;Desktop;Marketplace Seller Growth
CMP-2025-007;YouTube;Banner;1508459;25328;5955,69725205306;4.15;19727;6201.45;2025-04-15;35-44;Desktop;ClimateTech Awareness
CMP-2025-001;TikTok;Story;191745;2059;9312,53035454104;4.54;5741;876.43;2025-10-27;55;Tablet;Sustainable Retail Transformation
CMP-2025-005;Meta;Search;1238127;44463;2784,6231698266;1.3;52042;1638.1;2025-10-09;35-44;Desktop;Carbon Footprint Reduction
CMP-2025-002;TikTok;Carousel;4053830;120373;3367,72365896007;5.82;56977;2389.66;2025-03-13;55;Desktop;Urban Mobility Electrification
CMP-2025-007;Google;Video;1136944;11888;9563,79542395693;7.92;46724;9098.87;2025-01-04;45-54;Mobile;ClimateTech Awareness
CMP-2025-004;TikTok;Video;142540;4217;3380,12805311833;5.69;6111;814.47;2025-11-13;55;Desktop;AI-Driven Operations
CMP-2025-005;TikTok;Story;65984;2313;2852,74535235625;0.15;2421;9848.79;2025-05-27;18-24;Tablet;Carbon Footprint Reduction
CMP-2025-001;LinkedIn;Carousel;3381313;44283;7635,69089718402;7.52;53584;2534.46;2025-05-04;25-34;Tablet;Sustainable Retail Transformation
CMP-2025-001;TikTok;Search;2117438;91853;2305,24642635515;6.54;82421;1384.01;2025-08-24;55;Mobile;Sustainable Retail Transformation
CMP-2025-007;Google;Video;629093;22861;2751,8175057959;5.5;20154;346.87;2025-07-27;;Desktop;ClimateTech Awareness
CMP-2025-001;YouTube;Search;3993021;164308;2430,20485916693;0.54;97503;211.62;2025-11-27;35-44;Tablet;Sustainable Retail Transformation
CMP-2025-007;LinkedIn;Search;553816;22060;2510,49864007253;7.36;24263;40056.9;2025-05-19;18-24;Mobile;ClimateTech Awareness
CMP-2025-007;TikTok;Video;2277636;29675;7675,26874473463;4.55;81718;1011.74;2025-04-17;55;Mobile;ClimateTech Awareness
CMP-2025-007;YouTube;Story;322700;4624;6978,8062283737;2.46;11249;7916.05;2025-06-19;45-54;Tablet;ClimateTech Awareness
CMP-2025-004;Meta;Video;164475;2843;5785,26204713331;4.06;5417;663.87;2025-06-24;55;Tablet;AI-Driven Operations
CMP-2025-003;YouTube;Search;3327787;51016;6523,02610945586;7.75;59411;2502.21;2025-04-27;35-44;Tablet;Marketplace Seller Growth
CMP-2025-001;LinkedIn;Banner;1811302;81596;2219,84165890485;1.57;68351;280.21;2025-05-07;18-24;Mobile;Sustainable Retail Transformation
CMP-2025-003;TikTok;Video;646850;16254;3979,63578196136;3.1;29169;2008.97;2025-02-16;18-24;Desktop;Marketplace Seller Growth
CMP-2025-002;YouTube;Search;1509604;65360;2309,67564259486;6.11;54009;92243.69;2025-10-13;55;Tablet;Urban Mobility Electrification
CMP-2025-005;LinkedIn;Banner;433242;5117;8466,71878053547;0.31;19297;130.44;2025-07-17;18-24;Desktop;Carbon Footprint Reduction
CMP-2025-002;LinkedIn;Story;1626550;38179;4260,32635742162;6.26;62881;101243.11;2025-03-28;45-54;Mobile;Urban Mobility Electrification
CMP-2025-002;YouTube;Banner;563964;6461;8728,74168085436;2.48;11384;1395.31;2025-08-04;35-44;Desktop;Urban Mobility Electrification
CMP-2025-004;LinkedIn;Story;378667;16863;2245,54942774121;2.09;16401;7936.12;2025-04-11;45-54;Mobile;AI-Driven Operations
CMP-2025-005;YouTube;Banner;638915;18941;3373,18515389895;0.15;28098;920.47;2025-08-14;35-44;Desktop;Carbon Footprint Reduction
CMP-2025-002;YouTube;Banner;1141895;55715;2049,5288521942;2.47;36481;2478.55;2025-05-30;45-54;Tablet;Urban Mobility Electrification
CMP-2025-005;Meta;Story;683433;28646;2385,78859177547;3.07;9512;20925.81;2025-10-07;25-34;Tablet;Carbon Footprint Reduction
CMP-2025-002;YouTube;Banner;225789;8676;2602,45504840941;7.63;5201;17814.37;2025-12-21;18-24;Desktop;Urban Mobility Electrification
CMP-2025-002;YouTube;Search;583760;22635;2579,01480008836;5.1;28534;29751.27;2025-02-07;45-54;Tablet;Urban Mobility Electrification
CMP-2025-007;YouTube;Story;2442109;91198;2677,8098203908;3.27;49819;798.78;2025-01-19;35-44;Tablet;ClimateTech Awareness
CMP-2025-003;Meta;Story;712881;29833;2389,57195052459;0.96;21489;681.52;2025-01-23;55;Tablet;Marketplace Seller Growth
CMP-2025-001;TikTok;Carousel;3156981;81051;3895,05496539216;2.72;82777;8548.91;2025-09-19;55;Tablet;Sustainable Retail Transformation
CMP-2025-007;LinkedIn;Story;4825425;90592;5326,54649417167;1.85;237119;825.36;2025-03-19;35-44;Mobile;ClimateTech Awareness
CMP-2025-006;Meta;Banner;438512;16779;2613,45729781274;2.43;16379;1545.77;2025-06-09;35-44;Desktop;FinTech Expansion
CMP-2025-006;YouTube;Banner;1092858;29077;3758,49640609416;3.92;37140;42863.12;2025-02-04;35-44;Mobile;FinTech Expansion
CMP-2025-007;Meta;Carousel;23683;395;5995,69620253165;6.81;549;162.17;2025-09-22;25-34;Tablet;ClimateTech Awareness
CMP-2025-004;Meta;Carousel;694136;27996;2479,41134447778;4.52;30264;3137467.91;2025-11-24;45-54;Desktop;AI-Driven Operations
CMP-2025-004;YouTube;Video;193302;2923;6613,13718782073;4.95;2245;956839.86;2025-12-27;25-34;Mobile;AI-Driven Operations
CMP-2025-002;YouTube;Video;262412;11891;2206,81187452695;4.66;7013;1222826.5;2025-05-15;45-54;Tablet;Urban Mobility Electrification
CMP-2025-003;TikTok;Search;2503878;100304;2496,28928058702;3.17;26735;7937301.96;2025-11-13;25-34;Tablet;Marketplace Seller Growth
CMP-2025-002;TikTok;Video;2475346;54546;4538,08895244381;0.77;50610;1905997.74;2025-04-04;35-44;Tablet;Urban Mobility Electrification
CMP-2025-004;Meta;Search;1071278;47951;2234,1098204417;3.17;32298;3395958.74;2025-11-22;55;Tablet;AI-Driven Operations
CMP-2025-003;YouTube;Story;1163737;57149;2036,32084550911;1.42;17738;1652470.57;2025-01-28;35-44;Mobile;Marketplace Seller Growth
CMP-2025-005;YouTube;Search;572669;8077;7090,12009409434;1.64;21838;939223.54;2025-12-17;45-54;Desktop;Carbon Footprint Reduction
CMP-2025-007;Meta;Banner;2049755;99840;2053,03986378205;1.42;98317;2910605.19;2025-01-17;35-44;Mobile;ClimateTech Awareness
CMP-2025-007;YouTube;Story;2421543;60484;4003,609218967;1.43;78118;3462813.06;2025-09-19;18-24;Tablet;ClimateTech Awareness
CMP-2025-007;Google;Search;280902;8236;3410,66051481302;6.22;13185;1747214.64;2025-10-07;25-34;Desktop;ClimateTech Awareness
CMP-2025-001;YouTube;Banner;771741;33788;2284,06830827513;6.66;21184;5139774.83;2025-06-28;18-24;Desktop;Sustainable Retail Transformation
CMP-2025-005;TikTok;Story;813309;35496;2291,26943881001;6.51;21185;5294672.66;2025-11-20;45-54;Mobile;Carbon Footprint Reduction
CMP-2025-003;LinkedIn;Banner;433313;14125;3067,70265486726;6.53;13987;2829489.83;2025-11-02;55;Mobile;Marketplace Seller Growth
CMP-2025-005;Google;Carousel;1227399;14718;8339,44150020383;2.39;27032;2933528.85;2025-07-30;18-24;Desktop;Carbon Footprint Reduction
CMP-2025-007;YouTube;Search;278273;9364;2971,73216574114;2.07;12886;576057.96;2025-03-14;55;Tablet;ClimateTech Awareness
CMP-2025-007;Google;Search;1737386;32044;5421,87617026588;3.06;82843;5316414.52;2025-09-21;;Tablet;ClimateTech Awareness
CMP-2025-007;Google;Search;1907132;49078;3885,92037165329;7.61;68277;14513282.72;2025-11-22;;Mobile;ClimateTech Awareness
CMP-2025-004;TikTok;Banner;3336283;70089;4760,06648689523;1.82;139467;6072067.54;2025-05-26;35-44;Tablet;AI-Driven Operations
CMP-2025-006;Google;Video;1095504;53591;2044,19398779646;4.57;22176;5006482.11;2025-02-20;45-54;Mobile;FinTech Expansion
CMP-2025-004;Meta;Carousel;974582;41761;2333,71327314959;6.88;45579;6705119.81;2025-11-29;35-44;Mobile;AI-Driven Operations
CMP-2025-006;Meta;Video;391497;13767;2843,73501852255;5.27;15974;2063147.43;2025-07-22;35-44;Tablet;FinTech Expansion
CMP-2025-002;YouTube;Video;900163;43796;2055,35437026212;5.28;30067;4752820.16;2025-03-09;55;Mobile;Urban Mobility Electrification
CMP-2025-001;YouTube;Carousel;3733492;158831;2350,60661961456;0.17;150159;634678.0;2025-09-02;18-24;Mobile;Sustainable Retail Transformation
CMP-2025-003;TikTok;Carousel;374682;7962;4705,87792012057;5.87;11790;2199343.66;2025-07-15;25-34;Tablet;Marketplace Seller Growth
CMP-2025-002;YouTube;Banner;143470;4414;3250,33982782057;4.29;4630;615497.33;2025-04-20;25-34;Desktop;Urban Mobility Electrification
CMP-2025-001;LinkedIn;Search;3606945;62615;5760,51265671165;1.82;60836;6564603.9;2025-06-29;45-54;Desktop;Sustainable Retail Transformation
CMP-2025-005;LinkedIn;Story;519646;12155;4275,16248457425;2.29;11250;1189964.16;2025-05-26;18-24;Tablet;Carbon Footprint Reduction
CMP-2025-004;TikTok;Video;861702;24050;3582,9604989605;4.19;24460;3610500.24;2025-05-03;45-54;Desktop;AI-Driven Operations
CMP-2025-001;TikTok;Banner;252793;12615;2003,90804597701;4.05;8589;1023768.75;2025-03-09;45-54;Tablet;Sustainable Retail Transformation
CMP-2025-007;Google;Video;1532651;58861;2603,84804879292;4.42;68039;6774343.69;2025-10-28;18-24;Mobile;ClimateTech Awareness
CMP-2025-004;LinkedIn;Banner;904892;12173;7433,59894849257;0.41;30346;371050.59;2025-11-18;55;Desktop;AI-Driven Operations
CMP-2025-005;Meta;Banner;2943608;50650;5811,66436327739;3.28;94878;9655037.9;2025-02-12;35-44;Mobile;Carbon Footprint Reduction
CMP-2025-004;LinkedIn;Video;1704545;22791;7479,02680882805;7.8;18556;13295454.64;2025-06-08;45-54;Tablet;AI-Driven Operations
CMP-2025-004;LinkedIn;Story;121438;1390;8736,54676258993;2.03;2824;246512.59;2025-01-29;35-44;Tablet;AI-Driven Operations
CMP-2025-002;YouTube;Banner;250491;8072;3103,20862239841;0.2;7010;50118.35;2025-09-25;55;Tablet;Urban Mobility Electrification
CMP-2025-001;Google;Banner;700294;10983;6376,1631612492;3.04;28359;2128917.05;2025-08-08;;Tablet;Sustainable Retail Transformation
CMP-2025-005;TikTok;Video;275723;4317;6386,91220755154;5.73;13210;1579892.4;2025-09-13;55;Mobile;Carbon Footprint Reduction
CMP-2025-006;Google;Carousel;659806;19004;3471,93222479478;2.12;18456;1398828.15;2025-09-18;;Mobile;FinTech Expansion
CMP-2025-002;Meta;Video;32054;1219;2629,53240360952;0.46;700;14733.14;2025-10-11;45-54;Mobile;Urban Mobility Electrification
CMP-2025-007;Google;Story;1041292;46718;2228,88822295475;3.39;47161;3529961.87;2025-07-10;18-24;Tablet;ClimateTech Awareness
CMP-2025-004;Google;Search;94029;4235;2220,28335301063;1.86;4091;174942.08;2025-05-25;35-44;Desktop;AI-Driven Operations
CMP-2025-005;TikTok;Story;579959;21570;2688,72971719981;3.71;10067;2151617.96;2025-05-05;45-54;Desktop;Carbon Footprint Reduction
CMP-2025-005;Meta;Carousel;4138610;183696;2252,96685828761;7.98;131844;33026077.34;2025-01-04;45-54;Mobile;Carbon Footprint Reduction
CMP-2025-001;YouTube;Banner;1135703;45595;2490,84987388968;2.84;16849;3225441.62;2025-02-23;;Tablet;Sustainable Retail Transformation
CMP-2025-002;TikTok;Video;880418;42665;2063,56029532404;3.99;26607;3512915.08;2025-01-23;25-34;Tablet;Urban Mobility Electrification
CMP-2025-001;LinkedIn;Video;2939565;92661;3172,38644089746;7.18;67375;21106124.16;2025-09-16;25-34;Tablet;Sustainable Retail Transformation
CMP-2025-002;Meta;Banner;313862;4080;7692,69607843137;4.78;12689;1500253.86;2025-05-14;35-44;Desktop;Urban Mobility Electrification
CMP-2025-002;Meta;Story;1334031;35175;3792,55437100213;3.68;20477;4909191.55;2025-02-25;25-34;Mobile;Urban Mobility Electrification
CMP-2025-003;Meta;Search;942810;35132;2683,62176932711;3.78;21445;3563783.87;2025-06-07;45-54;Desktop;Marketplace Seller Growth
CMP-2025-006;LinkedIn;Video;94814;1552;6109,14948453608;1.35;3030;127979.32;2025-04-21;35-44;Mobile;FinTech Expansion
CMP-2025-001;TikTok;Banner;745703;25177;2961,84215752472;2.06;25396;1536137.8;2025-03-31;18-24;Desktop;Sustainable Retail Transformation
CMP-2025-001;Meta;Video;2331840;80739;2888,12098242485;6.01;115063;14014317.87;2025-01-07;18-24;Mobile;Sustainable Retail Transformation
CMP-2025-006;Google;Story;415516;18771;2213,60609450748;6.61;8725;2746579.39;2025-10-28;35-44;Mobile;FinTech Expansion
CMP-2025-001;TikTok;Video;16901;364;4643,13186813187;1.66;672;28086.59;2025-01-22;45-54;Mobile;Sustainable Retail Transformation
CMP-2025-004;YouTube;Carousel;1203523;49307;2440,87654896871;3.52;17229;4236400.57;2025-07-01;25-34;Mobile;AI-Driven Operations
CMP-2025-005;LinkedIn;Carousel;1173796;26536;4423,40970756708;3.62;54913;4249094.98;2025-11-28;35-44;Desktop;Carbon Footprint Reduction
CMP-2025-002;YouTube;Carousel;2309756;103939;2222,22264982345;3.88;71534;8961831.26;2025-11-26;55;Mobile;Urban Mobility Electrification
CMP-2025-007;YouTube;Banner;163830;4833;3389,81998758535;7.92;2114;1297531.57;2025-10-17;55;Desktop;ClimateTech Awareness
CMP-2025-001;TikTok;Video;1134290;15380;7375,09752925878;1.52;13486;1724130.51;2025-08-30;55;Desktop;Sustainable Retail Transformation
CMP-2025-002;TikTok;Story;1952551;21486;9087,55003257935;7.79;51693;15210347.08;2025-01-29;25-34;Tablet;Urban Mobility Electrification
CMP-2025-005;TikTok;Banner;1488159;57553;2585,71925008253;7.49;70678;11146278.52;2025-10-30;18-24;Tablet;Carbon Footprint Reduction
CMP-2025-007;YouTube;Story;2380903;33181;7175,50103975167;4.55;115507;10833153.49;2025-06-08;25-34;Desktop;ClimateTech Awareness
CMP-2025-005;YouTube;Video;47321;749;6317,89052069426;0.54;1795;25525.22;2025-06-19;55;Mobile;Carbon Footprint Reduction
CMP-2025-002;LinkedIn;Carousel;714624;33507;2132,76031873937;5.76;23430;4116190.2;2025-02-26;55;Desktop;Urban Mobility Electrification
CMP-2025-001;TikTok;Banner;391739;16556;2366,14520415559;5.67;18711;2221149.69;2025-06-15;25-34;Mobile;Sustainable Retail Transformation
CMP-2025-002;LinkedIn;Story;3321229;47949;6926,58658157626;5.15;78969;17104344.27;2025-07-02;25-34;Tablet;Urban Mobility Electrification
CMP-2025-002;Google;Story;1470957;72360;2032,83167495854;3.09;45230;4545236.58;2025-07-20;55;Mobile;Urban Mobility Electrification
CMP-2025-001;YouTube;Carousel;1263301;47504;2659,35710676996;2.61;60077;3297229.57;2025-06-19;18-24;Mobile;Sustainable Retail Transformation
CMP-2025-006;TikTok;Search;1340159;56163;2386,19553798764;1.43;55645;1916459.54;2025-01-06;35-44;Mobile;FinTech Expansion
CMP-2025-006;Google;Video;1453696;40429;3595,67637092186;0.64;21159;930394.14;2025-07-17;45-54;Tablet;FinTech Expansion
CMP-2025-003;LinkedIn;Search;697674;15875;4394,7968503937;7.09;7750;4946546.84;2025-02-21;45-54;Tablet;Marketplace Seller Growth
CMP-2025-003;TikTok;Video;341116;5855;5826,06319385141;3.67;6930;1251875.21;2025-02-07;35-44;Mobile;Marketplace Seller Growth
CMP-2025-001;TikTok;Story;674883;16743;4030,83676760437;5.88;29446;3968356.22;2025-11-11;45-54;Tablet;Sustainable Retail Transformation
CMP-2025-004;Meta;Video;113069;3800;2975,5;7.55;1627;853681.68;2025-02-21;;Mobile;AI-Driven Operations
CMP-2025-005;TikTok;Banner;858323;34260;2505,32107413894;5.61;35572;4815234.59;2025-06-02;25-34;Mobile;Carbon Footprint Reduction
CMP-2025-003;Google;Search;205994;7413;2778,82099015243;4.62;6444;951657.64;2025-02-14;35-44;Tablet;Marketplace Seller Growth
CMP-2025-005;TikTok;Carousel;1011356;14276;7084,30933034463;5.89;41967;5956847.21;2025-01-23;35-44;Tablet;Carbon Footprint Reduction
CMP-2025-004;Meta;Carousel;2696081;29076;9272,53060943734;1.48;81784;3990247.96;2025-02-02;45-54;Mobile;AI-Driven Operations
CMP-2025-003;TikTok;Story;845534;22459;3764,78917137896;0.45;15602;380528.88;2025-07-23;55;Desktop;Marketplace Seller Growth
